Category1,Category2,Category3,Category4,Code,Name,SKU1,매출1,원가1,SKU2,매출2,원가2,SKU3,매출3,원가3
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,270476,면사랑 부추김말이튀김(40g*25입 1Kg/EA),,,,1 EA,"5,340","3,772",,,
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,270673,사옹원 김말이튀김(40g*25입 1Kg/EA),138 EA,"855,480","690,331",145 EA,"902,850","724,823",223 EA,"1,432,830","1,136,554"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,271475,연근가라아게(500g/EA),,,,1 EA,"7,150","4,745",,,
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,272718,참손푸드 명란마요튀김(20g*50입 1Kg/EA),3 EA,"30,510","23,778",5 EA,"52,200","39,666",4 EA,"40,680","31,704"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,273830,모노링크 텐까스티비(1Kg/EA),38 EA,"452,165","359,860",44 EA,"510,980","416,680",37 EA,"437,570","348,119"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,273930,세미원푸드 단호박튀김(NEW 1Kg/EA),,,,,,,1 EA,"13,150","9,582"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,274741,모노링크 멘보샤(30g*20ea 600g/EA),53 EA,"860,510","622,285",42 EA,"669,390","494,275",52 EA,"869,540","621,729"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,286417,닭껍질튀김(체인전용 500g/EA),609 EA,"2,401,925","2,184,779",543 EA,"2,139,330","1,948,378",709 EA,"2,788,110","2,544,944"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,287008,사조대림 라이스찰고구마볼(25g*40개입 1Kg/EA),4 EA,"35,880","26,592",2 EA,"17,940","13,296",3 EA,"26,910","19,944"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,288409,멘보샤(60계용 15g*16입 240g/EA),"5,885 EA","29,425,000","26,819,775","7,072 EA","35,360,000","32,518,689","5,843 EA","29,215,000","26,896,043"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,288534,사옹원 고구마튀김(35g*30입 1Kg/EA),,,,2 EA,"21,660","15,398",2 EA,"22,400","15,277"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,288825,하늘푸드 떡강정(150±10개입 1Kg/EA),2 EA,"11,720","8,067",1 EA,"5,860","4,033",,,
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,289986,사옹원 파래연근튀김(20g*50입 1Kg/EA),1 EA,"14,050","9,478",1 EA,"14,050","9,478",1 EA,"14,050","9,478"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,289988,사옹원 매콤한입고추튀김(20g*50입 1Kg/EA),1 EA,"16,950","12,762",,,,1 EA,"18,160","13,161"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,291612,삼양 고추튀김(1Kg/EA),1 EA,"9,800","7,404",2 EA,"19,600","15,114",,,
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,292792,가토코 야채튀김(40g*25입 1Kg/EA),2 EA,"17,960","13,809",3 EA,"27,570","21,600",,,
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,298005,맘으로 고구마튀김(30±5개입 1Kg/EA),2 EA,"14,780","11,298",8 EA,"62,200","41,546",13 EA,"102,590","75,039"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,299076,오션스퀘어 멘보샤(15g*40입 600g/EA),249 EA,"2,953,660","2,417,884",229 EA,"2,713,420","2,223,472",31 EA,"369,980","301,219"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,310011,매콤참김말이(탄광맥주용 800g/EA),203 EA,"974,400","871,464",178 EA,"854,400","764,568",170 EA,"816,000","729,960"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,310016,우유튀김(탄광맥주용 1Kg/EA),183 EA,"1,281,000","1,146,075",133 EA,"931,000","833,070",134 EA,"938,000","839,335"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,319650,야채튀김(탄광맥주용 1Kg/EA),140 EA,"770,000","688,855",114 EA,"627,000","561,005",122 EA,"671,000","600,274"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,321387,에이치푸드서플라이 멘보샤(20g 1Kg/EA),5 EA,"102,400","77,387",4 EA,"77,400","61,468",51 EA,"1,037,240","828,320"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,323220,사옹원 통김말이(1Kg/EA),,,,2 EA,"15,860","10,656",1 EA,"7,930","5,328"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,325125,당면김말이(윌비코퍼레이션용 40g*50입 2Kg/EA),140 EA,"1,156,400","1,006,071",176 EA,"1,453,760","1,264,774",152 EA,"1,255,520","1,092,303"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,325127,잡채튀김(윌비코퍼레이션용 27g*45입 1.2Kg/EA),126 EA,"611,100","531,657",126 EA,"611,100","531,657",102 EA,"494,700","430,389"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,326575,도야지식품 김말이튀김(25g내외*35±3개입 1Kg/EA),328 EA,"1,312,520","1,028,773",369 EA,"1,476,000","1,157,643",323 EA,"1,453,500","1,136,578"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,326576,도야지식품 매콤김말이튀김(25g내외*35±3개입 1Kg/EA),2 EA,"8,990","6,247",1 EA,"4,250","3,230",2 EA,"9,540","7,245"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,327983,도야지식품 대왕김말이튀김(100g내외*10개입 1Kg/EA),33 EA,"262,730","163,038",1 EA,"6,730","4,708",26 EA,"208,000","142,746"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,328024,자연미각 고추부각(250g/EA),4 EA,"31,880","25,088",,,,,,
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,328796,가토코 버터플라이새우튀김(25g*40입 1Kg/EA),4 EA,"84,680","66,120",7 EA,"148,190","118,672",3 EA,"62,020","51,420"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,329144,동원 오징어튀김(레드바삭 1Kg/EA),38 EA,"403,940","319,770",18 EA,"191,340","151,470",3 EA,"58,710","28,181"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,329779,야무진 김말이튀김(40g*25입 1Kg/EA),18 EA,"82,720","59,400",18 EA,"83,280","59,400",13 EA,"64,720","43,540"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,330438,도야지식품 김말이튀김(통_35±3개입 1.5Kg/EA),16 EA,"103,290","73,485",10 EA,"68,080","46,484",8 EA,"60,040","41,590"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,332169,삼각멘보샤(금별맥주용 600g/EA),860 EA,"8,049,600","7,284,407",594 EA,"5,559,840","5,059,423",187 EA,"1,750,320","1,592,790"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,332693,매콤순살치킨크런치(에그벅용 900g/EA),107 EA,"1,358,900","1,163,296",103 EA,"1,308,100","1,124,312",120 EA,"1,643,880","1,299,055"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,337093,티각태각 김부각(60g/EA),17 EA,"57,200","42,724","1,032 EA","3,285,950","2,645,787","1,579 EA","5,010,800","4,023,696"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,337094,티각태각 연근부각(60g/EA),4 EA,"12,600","8,612",6 EA,"18,900","12,918",2 EA,"6,300","4,306"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,337095,티각태각 다시마부각(60g/EA),,,,,,,2 EA,"6,300","4,401"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,337130,티각태각 고추부각(60g/EA),14 EA,"42,000","31,570",6 EA,"18,900","12,918",3 EA,"9,450","6,554"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,337135,티각태각 고구마부각(60g/EA),14 EA,"42,000","31,570",6 EA,"18,900","12,918",4 EA,"12,600","8,707"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,337148,티각태각 김부각(1Kg/EA),6 EA,"212,790","161,315",1 EA,"34,690","26,886",,,
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,337159,티각태각 고추부각(1Kg/EA),1 EA,"28,680","22,229",,,,,,
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,337160,티각태각 고구마부각(1Kg/EA),18 EA,"473,740","400,122",10 EA,"261,800","222,290",22 EA,"575,960","489,038"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,338314,야무진 꼬마김말이튀김(25g*40입 1Kg/EA),,,,2 EA,"8,440","6,769",4 EA,"18,880","14,144"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,339014,면사랑 야채김말이튀김(25g*40입 1Kg/EA),1 EA,"4,950","3,183",2 EA,"9,900","6,564",3 EA,"16,290","10,814"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,339604,아게다시도후(40g*15입 600g/EA),,,,1 EA,"9,290","6,380",,,
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,340747,포차옛날김말이튀김(순한맛_25g*40입 1Kg/EA),1 EA,"7,150","4,800",,,,,,
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,342418,모짜렐라치즈튀김(밥밥디라라용 50g*12입 600g/EA),42 EA,"609,000","473,843",32 EA,"464,000","373,912",1 EA,"14,500","11,498"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,343426,세진에프엔에스 통통김말이튀김(1Kg/EA),,,,3 EA,"20,030","12,351",3 EA,"23,340","13,197"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,345226,탑테이스트 크리스피어니언(1Kg/EA),78 EA,"1,083,120","817,536",135 EA,"1,864,220","1,323,814",144 EA,"1,982,380","1,400,623"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,345284,가지튀김(40~50입 1Kg/EA),2 EA,"22,310","16,433",1 EA,"11,770","8,223",,,
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,345287,야채두부스틱(90~100입 1Kg/EA),40 EA,"385,010","246,000",28 EA,"260,140","172,199",2 EA,"18,120","12,300"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,345465,우유튀김(체인전용 1Kg/EA),622 EA,"5,568,400","4,732,779",632 EA,"5,653,160","4,811,787",592 EA,"5,285,740","4,491,519"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,345883,하송 우리밀꼬마김말이튀김(체인전용 2Kg/EA),1 EA,"15,530","11,647",,,,,,
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,351104,닭껍질튀김(화락용 6Kg/BOX),29 BOX,"1,160,000","1,044,000",22 BOX,"880,000","792,000",,,
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,351601,리치푸드 롱오징어튀김(1Kg/EA),65 EA,"900,160","681,660",56 EA,"834,190","625,504",37 EA,"546,480","412,887"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,352713,프레시바이트어니언링(번패티번용 1Kg/EA),533 EA,"5,223,400","4,596,592",703 EA,"6,889,400","6,062,672",458 EA,"4,488,400","3,949,792"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,353786,크리스피어니언(금별맥주용 500g/EA),9 EA,"55,080","49,847",,,,,,
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,355516,M.H 어니언링(700g/EA),,,,80 EA,"655,480","483,974",27 EA,"221,400","163,480"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,356706,스켈타 어니언링(브레디드_양파53%함유 1Kg/EA),1 EA,"6,390","4,656",41 EA,"235,040","182,325",30 EA,"169,350","132,645"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,357035,반쪽고추전튀김(곱떡&찜꽁&정국밥용 40g*25입 1Kg/EA),1 EA,"14,550","12,804",,,,,,
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,363009,C으뜸야채튀김(청년다방용 2Kg/EA),905 EA,"11,149,600","10,331,108",995 EA,"12,258,400","11,491,402",904 EA,"11,137,280","10,428,648"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,363070,C고추튀김(청년다방용 1Kg/EA),977 EA,"9,086,100","8,522,757","1,083 EA","10,071,900","9,447,444","1,019 EA","9,476,700","8,871,994"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,363113,C김말이튀김(한경용 1Kg/EA),"1,907 EA","9,077,320","8,514,539","1,847 EA","8,791,720","8,246,641",1 EA,"4,760","4,465"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,363119,C잡채튀김(청년다방용 다해식품 1.5Kg/EA),"12,686 EA","90,451,180","84,843,214","13,566 EA","96,725,580","90,728,603","11,425 EA","81,460,250","76,197,593"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,363134,C찰김말이튀김(청년다방용 1Kg/EA),"1,807 EA","8,131,500","7,627,347","2,197 EA","9,886,500","9,273,537","2,659 EA","11,965,500","11,198,974"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,368885,C콘푸레이크게살튀김(치치용 600g/EA),9 EA,"55,350","51,918",5 EA,"30,750","28,843",10 EA,"61,500","57,380"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,369586,고구마튀김(떡슐랭용 1Kg/EA),192 EA,"873,600","760,037",234 EA,"1,064,700","926,292",199 EA,"905,450","787,746"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,369589,야채튀김(떡슐랭용 1Kg/EA),306 EA,"1,392,300","1,211,306",378 EA,"1,719,900","1,496,317",344 EA,"1,565,200","1,361,728"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,370280,프라이드어니언(프랭크용 500g/EA),"6,449 EA","40,306,250","37,281,669","6,669 EA","41,681,250","38,553,489","5,118 EA","31,987,494","29,587,158"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,370700,통통김말이(b에프앤비용 1Kg/EA),36 EA,"180,000","166,500",46 EA,"230,000","212,750",13 EA,"65,000","60,125"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,371859,이츠웰 동글동글모짜렐라아란치니(30g*30입 900g/EA),,,,,,,6 EA,"84,460","62,990"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,372551,래온 한입야채튀김(700g/EA),4 EA,"18,000","12,222",10 EA,"45,000","30,556",1 EA,"4,100","3,055"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,373134,알뜰 키다리김말이(마피아용 1Kg/EA),977 EA,"8,206,800","7,132,524",990 EA,"8,316,000","7,223,832",792 EA,"6,652,800","5,777,772"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,373458,알뜰 통통고구마튀김(마피아용 1Kg/EA),93 EA,"688,200","596,292",115 EA,"851,000","753,870",69 EA,"510,600","444,222"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,373868,매콤통김말이튀김(모음용 2Kg/EA),59 EA,"827,770","728,438",92 EA,"1,290,760","1,135,869",52 EA,"729,560","642,013"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,373871,모음김말이(모음용 2Kg/EA),108 EA,"2,007,720","1,766,794",131 EA,"2,435,290","2,143,055",117 EA,"2,175,030","1,914,026"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,375096,C통김말이튀김(한경용 NEW 1Kg/EA),,,,145 EA,"690,200","647,423","1,106 EA","5,264,560","4,923,977"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,376211,오션스퀘어 게맛살튀김(프랭크용 20개입 700g/EA),,,,"2,534 EA","17,738,000","16,407,650","3,128 EA","21,898,250","20,253,800"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,377544,모노링크 연두부튀김(20g*30입 600g/EA),,,,,,,47 EA,"385,900","284,820"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,377659,가토코 통새우가득멘보샤(33입 1Kg/EA),,,,1 EA,"25,760","17,309",8 EA,"198,070","146,988"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,377701,지엔엘커머스 크리스피프라이드어니언(500g/EA),,,,110 EA,"869,710","679,537",420 EA,"3,322,180","2,598,113"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,377813,크리스피프라이드어니언(프랭크용 500g/EA),,,,89 EA,"556,250","514,509","1,174 EA","7,337,500","6,786,894"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,378537,Baronit 바삭닭껍질튀김(1Kg/EA),,,,,,,64 EA,"580,530","400,940"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,378651,TB미니게튀김(타베코리아용 1Kg/EA),,,,,,,108 EA,"1,080,000","988,200"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,378772,TB모짜감자(타베코리아용 65g*10입 650g/EA),,,,,,,899 EA,"7,389,780","6,761,655"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,378900,아만인터네셔널 게맛살튀김(35g*20입 700g/EA),,,,,,,837 EA,"6,776,140","5,668,266"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,378980,TB닭껍질튀김(타베코리아용 스파이스 500g/EA),,,,,,,802 EA,"3,496,720","3,199,499"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,379194,TB게맛살튀김(타베코리아용 35g*20입 700g/EA),,,,,,,747 EA,"5,976,000","5,468,040"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,380098,바삭김말이(스텔라떡볶이용 2Kg/EA),,,,,,,185 EA,"1,739,000","1,599,880"
가공식품,냉동가공식품,튀김류,튀김류/저온수산가공기타,380099,야채튀김(스텔라떡볶이용 1.2Kg/EA),,,,,,,281 EA,"3,162,920","2,909,887"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,냉동/냉장꼬치,143856,가토코 새우볼꼬치(10개입 600g/EA),2 EA,"14,680","11,000",9 EA,"83,700","53,685",754 EA,"4,938,700","4,393,951"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,냉동/냉장꼬치,173710,모노링크 난꼬츠꼬치(연골_40g*10입 400g/EA),7 EA,"54,460","38,729",4 EA,"31,120","21,594",9 EA,"70,020","49,715"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,냉동/냉장꼬치,173711,모노링크 수제쯔쿠네꼬치(55g*10입 550g/EA),8 EA,"75,280","56,403",3 EA,"28,230","21,151",21 EA,"197,610","150,708"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,냉동/냉장꼬치,293195,모노링크 삼겹팽이꼬치(400g/EA),8 EA,"75,200","61,037",5 EA,"47,000","38,148",5 EA,"48,260","38,363"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,냉동/냉장꼬치,293836,가토코 알감자꼬치(50g*20입 1Kg/EA),1 EA,"14,390","7,050",,,,,,
가공식품,냉동가공식품,햄버거/떡갈비/완자류,냉동/냉장꼬치,293849,오튀봉 나비오징어꼬치(70g*10입 700g/EA),,,,2 EA,"25,500","18,445",,,
가공식품,냉동가공식품,햄버거/떡갈비/완자류,냉동/냉장꼬치,324873,에이치푸드서플라이 코코넛새우꼬치(10개입 650g/EA),35 EA,"430,850","361,000",33 EA,"406,230","340,153",23 EA,"283,130","238,305"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,냉동/냉장꼬치,327010,등심치즈말이(부엉이돈까스용 10Kg/BOX),110 BOX,"19,452,300","18,089,323",125 BOX,"22,125,000","20,576,153",114 BOX,"20,160,300","18,749,078"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,냉동/냉장꼬치,370353,에이치푸드서플라이 빵가루새우너겟꼬치(60g*10입 600g/EA),,,,,,,1 EA,"14,300","10,224"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,냉동/냉장꼬치,373336,염통꼬치(수기획용 300g*20입 6Kg/BOX),2 BOX,"271,600","217,600",3 BOX,"407,400","358,512",2 BOX,"271,600","239,008"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,냉동/냉장꼬치,373338,치즈떡삼겹꼬치(수기획용 750g*20입 15Kg/BOX),2 BOX,"456,800","362,800",3 BOX,"685,200","602,976",3 BOX,"685,200","602,976"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,너비아니,114328,튼튼스쿨 언양식바싹불고기(92g*10입 920g/EA),3 EA,"32,010","-1,973,903",,,,7 EA,"76,450","-1,939,107"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,너비아니,159733,삼양 너비아니(NEW_40g*25개입 1Kg/EA),190 EA,"1,262,840","1,020,863",169 EA,"1,118,780","908,233",178 EA,"1,182,490","954,553"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,너비아니,167015,크레잇 언양식바싹불고기(New 920g/EA),,,,,,,1 EA,"10,830","8,456"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,너비아니,295034,삼양 언양식불고기(90g*10입 900g/EA),3 EA,"24,150","19,898",,,,,,
가공식품,냉동가공식품,햄버거/떡갈비/완자류,너비아니,348879,야무진 너비아니(50±2g*22±3개입 1Kg/EA),,,,,,,1 EA,"7,290","4,793"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,너비아니,357217,더잘군 너비아니(직화그릴_40g*25개입 1Kg/EA),54 EA,"350,900","238,726",52 EA,"337,640","229,985",56 EA,"365,580","245,112"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,너비아니,374009,바론잇 맛있는한돈너비아니(40g*25±2개입 1Kg/EA),,,,5 EA,"39,500","24,012",,,
가공식품,냉동가공식품,햄버거/떡갈비/완자류,떡갈비,102107,대상 햄(숯불떡갈비 1Kg/EA),,,,,,,2 EA,"24,260","15,183"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,떡갈비,114299,튼튼스쿨 남도떡갈비(1.05Kg/EA),1 EA,"12,090","9,436",,,,,,
가공식품,냉동가공식품,햄버거/떡갈비/완자류,떡갈비,120200,대상 떡갈비(15.5G/개 1Kg/EA),24 EA,"199,200","150,487",1 EA,"8,490","6,106",,,
가공식품,냉동가공식품,햄버거/떡갈비/완자류,떡갈비,126925,한성 전통떡갈비(16.5g*61±3개입 1Kg/EA),43 EA,"239,750","206,400",11 EA,"62,060","52,800",,,
가공식품,냉동가공식품,햄버거/떡갈비/완자류,떡갈비,137330,한성 찰떡궁합떡갈비(1Kg/EA),3 EA,"26,700","17,995",2 EA,"16,110","12,053",2 EA,"15,360","11,800"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,떡갈비,159725,임꺽정 납작떡갈비(NEW_20g*50입 1Kg/EA),17 EA,"191,250","126,760",25 EA,"283,100","186,755",13 EA,"157,490","101,398"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,떡갈비,159726,임꺽정 양송이버섯떡갈비(NEW_25g*40입 1Kg/EA),26 EA,"342,680","224,718",39 EA,"514,230","337,884",20 EA,"263,600","175,193"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,떡갈비,159727,임꺽정 떡갈비(NEW_100g*12개입 1.2Kg/EA),271 EA,"2,806,440","2,173,698",297 EA,"3,067,680","2,381,010",294 EA,"3,069,370","2,347,034"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,떡갈비,159728,임꺽정 떡갈비(NEW_140g*10개입 1.4Kg/EA),17 EA,"237,700","152,730",11 EA,"153,420","99,899",14 EA,"196,380","124,582"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,떡갈비,159729,삼양 떡갈비스테이크(NEW_60g*20입 1.2Kg/EA),5 EA,"51,750","39,327",379 EA,"3,380,850","2,829,099",164 EA,"1,457,400","1,223,419"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,떡갈비,159732,새아침 떡갈비스틱(NEW_22g*45입 1Kg/EA),3 EA,"38,530","27,156",2 EA,"26,180","18,104",1 EA,"12,350","9,052"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,떡갈비,161010,대림선 떡갈비(남도별미 1Kg/EA),5 EA,"38,734","30,230",3 EA,"22,704","18,227",1 EA,"7,660","6,000"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,떡갈비,258209,바론잇 맛있는미니한돈떡갈비(18g*55±5개입 1Kg/EA),,,,,,,1 EA,"10,107","7,542"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,떡갈비,265955,크레잇 주먹떡갈비(960g/EA),,,,,,,2 EA,"22,560","17,571"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,떡갈비,269178,비비고 남도떡갈비(375g+75g 450g/EA),35 EA,"216,610","163,097",18 EA,"112,900","83,606",28 EA,"178,610","129,783"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,떡갈비,282924,천일식품 떡갈비완자(9g*110±2입 1Kg/EA),1 EA,"7,275","5,410",,,,,,
가공식품,냉동가공식품,햄버거/떡갈비/완자류,떡갈비,282928,천일식품 떡갈비스테이크(80g*20입 1.6Kg/EA),1 EA,"11,840","8,902",3 EA,"43,040","30,555",2 EA,"29,310","20,232"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,떡갈비,329842,한성 그릴떡갈비(26g*38입 1Kg/EA),31 EA,"275,900","190,936",,,,2 EA,"19,180","12,318"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,떡갈비,332643,삼양 한입떡갈비(1Kg/EA),,,,,,,1 EA,"8,798","6,278"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,떡갈비,348881,야무진 한돈미니떡갈비(18±2g*60±5입 1Kg/EA),1 EA,"7,660","5,001",2 EA,"15,320","10,002",1 EA,"7,660","5,001"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,떡갈비,351697,비비고 한입떡갈비(NEW 490g/EA),12 EA,"61,040","48,708",4 EA,"21,300","16,636",4 EA,"23,080","16,140"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,떡갈비,351965,크레잇 맛밤송송떡갈비(100g*10입 1Kg/EA),1 EA,"12,730","7,843",,,,,,
가공식품,냉동가공식품,햄버거/떡갈비/완자류,떡갈비,354145,대단한떡갈비(대단한갈비용 500g*10입 5Kg/BOX),140 BOX,"6,729,750","6,091,021",145 BOX,"6,974,500","6,312,037",135 BOX,"6,493,500","5,876,683"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,떡갈비,357219,더잘군 떡갈비(직화그릴_100g*10입 1Kg/EA),,,,,,,4 EA,"39,520","25,080"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,떡갈비,360135,크레잇 생활반찬남도식직화떡갈비(New 1Kg/EA),8 EA,"85,520","69,752",0 EA,0,0,,,
가공식품,냉동가공식품,햄버거/떡갈비/완자류,떡갈비,370789,크레잇 남도떡갈비(78±3g/개_박스8입 1.05Kg/EA),399 EA,"4,712,660","4,001,292",115 EA,"1,359,230","1,154,459",4 EA,"53,920","38,688"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,떡갈비,371969,크레잇 한입떡갈비(New 1Kg/EA),,,,,,,1 EA,"13,310","10,244"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,떡갈비,371983,튼튼스쿨 한입떡갈비(New 1Kg/EA),2 EA,"26,620","18,624",,,,2 EA,"26,620","18,624"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,떡갈비,372289,튼튼스쿨 남도떡갈비(New 1.05Kg/EA),87 EA,"1,145,180","872,469",95 EA,"1,255,240","995,820",61 EA,"797,990","645,596"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,미트볼,102883,3분 미트볼(150g/EA),6 EA,"14,490","11,571",26 EA,"64,080","48,818",,,
