Category1,Category2,Category3,Category4,Code,Name,SKU1,매출1,원가1,SKU2,매출2,원가2,SKU3,매출3,원가3
가공식품,냉동가공식품,햄버거/떡갈비/완자류,미트볼,123998,롯데푸드 미트볼(1Kg/EA),10 EA,"86,200","61,060",,,,3 EA,"26,580","19,115"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,미트볼,128692,소디프 미트볼(실속 11g/개 1Kg/EA),6 EA,"33,480","25,001",2 EA,"11,160","8,334",,,
가공식품,냉동가공식품,햄버거/떡갈비/완자류,미트볼,140877,성원냉동식품 알미트볼(89±2개입 1Kg/EA),10 EA,"46,700","39,326",,,,,,
가공식품,냉동가공식품,햄버거/떡갈비/완자류,미트볼,160291,밸류초이스 미트볼(1Kg/EA),25 EA,"84,400","69,112",23 EA,"110,340","85,825",22 EA,"110,050","82,829"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,미트볼,177212,하늘 미트볼(92±5개입 프로모션용 1Kg/EA),21 EA,"86,520","66,113",,,,,,
가공식품,냉동가공식품,햄버거/떡갈비/완자류,미트볼,193625,삼양 미트볼(1Kg/EA),,,,8 EA,"27,360","18,816",6 EA,"20,520","14,112"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,미트볼,228680,튼튼스쿨 덜짠도톰갈릭미트볼(18±2g*50±5개입 1Kg/EA),1 EA,"12,000","7,952",,,,,,
가공식품,냉동가공식품,햄버거/떡갈비/완자류,미트볼,283921,선진 미트볼골드(1Kg/EA),4 EA,"40,000","29,728",5 EA,"50,000","37,161",5 EA,"50,000","36,960"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,미트볼,322847,하늘푸드 수제미트볼(30±2개입 1Kg/EA),4 EA,"43,840","32,476",6 EA,"65,760","48,714",9 EA,"97,240","71,865"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,미트볼,323977,에쓰푸드 토마토미트볼(2Kg/EA),5 EA,"110,500","80,396",11 EA,"260,590","197,061",4 EA,"96,620","74,042"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,미트볼,341289,미트볼(맛있는도전용 NEW 1Kg/EA),135 EA,"2,276,100","2,014,357",100 EA,"1,686,000","1,492,119",45 EA,"758,700","671,451"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,미트볼,351960,크레잇 다이닝미트볼(108ea±3입 1Kg/EA),,,,2 EA,"19,890","14,260",,,
가공식품,냉동가공식품,햄버거/떡갈비/완자류,미트볼,359919,크레잇 미트볼(New_24g*41±2개입 1Kg/EA),"1,373 EA","14,469,097","11,716,040","1,409 EA","14,869,890","12,039,648","1,163 EA","12,272,995","9,860,311"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,미트볼,370714,대흥 미트볼(b에프앤비용 1Kg/EA),9 EA,"38,700","35,802",,,,,,
가공식품,냉동가공식품,햄버거/떡갈비/완자류,미트볼,372041,CJ씨푸드 알뜰미트볼(1Kg/EA),1 EA,"5,430","3,363",14 EA,"76,020","47,082",1 EA,"5,860","3,628"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,미트볼,372287,크레잇 트리플치즈미트볼(New 1Kg/EA),,,,,,,2 EA,"25,020","18,505"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,미트볼,377926,미트볼(맛있는도전용 NEW2 1Kg/EA),,,,5 EA,"84,300","74,340",60 EA,"1,011,600","892,080"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,산적,114297,천일식품 갈비산적구이(1Kg/EA),10 EA,"74,200","52,625",,,,1 EA,"7,930","5,772"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,산적,139892,크레잇 생활반찬한입너비아니(NEW_63±3개입 1Kg/EA),,,,2 EA,"15,410","11,920",,,
가공식품,냉동가공식품,햄버거/떡갈비/완자류,산적,144200,크레잇 생활반찬넓적너비아니(1.5Kg/EA),2 EA,"25,060","19,435",1 EA,"13,890","9,718",1 EA,"13,890","9,718"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,산적,177214,하늘 고기산적(15±2g*65±5개입 프로모션용 1Kg/EA),4 EA,"21,000","13,823",1 EA,"5,250","3,456",,,
가공식품,냉동가공식품,햄버거/떡갈비/완자류,산적,225233,CJ씨푸드 맛있는갈비맛산적(23±2g*45±3개 1Kg/EA),80 EA,"349,600","304,000",,,,,,
가공식품,냉동가공식품,햄버거/떡갈비/완자류,산적,231930,씨밀레 떡산적(60g*25입 1.5Kg/EA),2 EA,"19,200","15,363",3 EA,"28,800","23,045",2 EA,"19,200","15,363"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,산적,248082,한성기업 그릴스시(240g/EA),92 EA,"418,600","311,067",124 EA,"564,200","419,256",136 EA,"623,550","456,980"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,완자/동그랑땡,102857,대상 한입동그랑땡(11g/개 1Kg/EA),3 EA,"23,520","17,432",,,,2 EA,"19,180","11,949"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,완자/동그랑땡,111714,천일식품 궁중고기말이(25g*40입 1Kg/EA),4 EA,"35,080","24,529",3 EA,"26,850","18,863",1 EA,"9,710","6,132"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,완자/동그랑땡,118516,사조대림 해물땡(14g±2g*65~72입 1Kg/EA),4 EA,"26,540","20,291",12 EA,"84,000","58,804",,,
가공식품,냉동가공식품,햄버거/떡갈비/완자류,완자/동그랑땡,127298,한성 새우동그랑땡(16.5g*61±3개입 1Kg/EA),,,,,,,1 EA,"8,330","5,784"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,완자/동그랑땡,132324,한성기업 오징어동그랑땡(16.5g*61±3개입 1Kg/EA),4 EA,"28,150","21,421",1 EA,"7,580","5,300",3 EA,"19,800","16,100"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,완자/동그랑땡,137876,사조대림 야채듬뿍해물완자(14±2g*67±5개입 1Kg/EA),2 EA,"17,680","10,601",,,,,,
가공식품,냉동가공식품,햄버거/떡갈비/완자류,완자/동그랑땡,139806,한성 해물동그랑땡(16.5g*61±3개입 1Kg/EA),1 EA,"4,720","4,100",1 EA,"4,720","4,100",,,
가공식품,냉동가공식품,햄버거/떡갈비/완자류,완자/동그랑땡,143696,성원냉동식품 한입쏙동그랑땡(80±3개입 1Kg/EA),29 EA,"103,530","73,710",15 EA,"57,160","39,299",13 EA,"50,890","33,110"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,완자/동그랑땡,161005,사조대림 잡채해물완자(14±2g*67±5개입 1Kg/EA),2 EA,"14,860","9,800",,,,,,
가공식품,냉동가공식품,햄버거/떡갈비/완자류,완자/동그랑땡,161008,사조대림 알찬동그랑땡(NEW 1Kg/EA),2 EA,"9,650","7,600",1 EA,"4,860","3,800",,,
가공식품,냉동가공식품,햄버거/떡갈비/완자류,완자/동그랑땡,161009,사조대림 동그랑땡(NEW 1Kg/EA),,,,,,,1 EA,"6,930","5,708"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,완자/동그랑땡,164683,드림애 해물동그랑땡(1Kg/EA),10 EA,"57,500","65,600",0 EA,0,0,,,
가공식품,냉동가공식품,햄버거/떡갈비/완자류,완자/동그랑땡,177215,하늘푸드 동그랑땡(실속 12g±2*85±5개입 프로모션용 1Kg/EA),1 EA,"4,290","3,110",,,,,,
가공식품,냉동가공식품,햄버거/떡갈비/완자류,완자/동그랑땡,177240,하늘 Fresh해물동그랑땡(16±2g*60±5개입 1Kg/EA),14 EA,"57,860","46,740",4 EA,"16,920","13,464",7 EA,"29,610","22,784"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,완자/동그랑땡,258205,바론잇 맛있는동그랑땡(85±5개입 1Kg/EA),,,,3 EA,"13,010","9,655",2 EA,"10,600","6,668"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,완자/동그랑땡,265956,크레잇 고추송송고기말이(1Kg/EA),5 EA,"53,220","38,610",4 EA,"50,440","30,888",3 EA,"32,070","23,750"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,완자/동그랑땡,268596,비비고 도톰해물완자(NEW_31g*25±1입 795g/EA),1 EA,"6,470","4,522",1 EA,"6,470","4,523",3 EA,"19,410","13,569"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,완자/동그랑땡,281769,크레잇 한입쏘옥도톰해물완자(1Kg/EA),,,,2 EA,"14,980","11,444",,,
가공식품,냉동가공식품,햄버거/떡갈비/완자류,완자/동그랑땡,294001,이츠웰 우리콩두부로만든동그랑땡(63±5개입 1Kg/EA),2 EA,"14,840","10,284",,,,,,
가공식품,냉동가공식품,햄버거/떡갈비/완자류,완자/동그랑땡,295549,소디프 해물동그랑땡(16~17g*62±2입 1Kg/EA),,,,1 EA,"6,950","4,817",,,
가공식품,냉동가공식품,햄버거/떡갈비/완자류,완자/동그랑땡,298848,롯데푸드 동그랑땡(1Kg/EA),1 EA,"8,860","6,106",,,,,,
가공식품,냉동가공식품,햄버거/떡갈비/완자류,완자/동그랑땡,299268,오뚜기 부드럽고촉촉한동그랑땡(1Kg/EA),1 EA,"12,450","8,483",4 EA,"47,560","33,931",5 EA,"62,250","42,414"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,완자/동그랑땡,320981,이츠웰아이누리 바다친구들해물완자(60±5개입 1Kg/EA),1 EA,"8,540","6,656",1 EA,"9,150","6,400",,,
가공식품,냉동가공식품,햄버거/떡갈비/완자류,완자/동그랑땡,335757,한성 야채범벅동그랑땡(17g*58입 1Kg/EA),1 EA,"7,290","5,030",,,,1 EA,"7,290","5,030"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,완자/동그랑땡,337750,베지가든 비건한입완자(1Kg/EA),4 EA,"65,720","45,540",7 EA,"115,010","79,695",7 EA,"115,010","79,695"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,완자/동그랑땡,348681,한성 계란옷입은해물깻잎완자(15g*66개입 1Kg/EA),,,,2 EA,"15,675","12,348",1 EA,"7,837","6,174"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,완자/동그랑땡,348877,야무진 동그랑땡(16.5±2g*60±3입 1Kg/EA),2 EA,"9,380","5,733",,,,4 EA,"18,760","11,465"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,완자/동그랑땡,357272,크레잇 생활반찬야채고기말이(New_31±3개 1Kg/EA),4 EA,"41,200","31,680",,,,,,
가공식품,냉동가공식품,햄버거/떡갈비/완자류,완자/동그랑땡,357600,크레잇 도톰동그랑땡(New 1Kg/EA),12 EA,"117,720","82,686",9 EA,"88,290","61,794",13 EA,"127,530","89,552"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,완자/동그랑땡,359441,튼튼스쿨 도톰동그랑땡(New 1Kg/EA),2 EA,"22,840","13,978",2 EA,"19,980","13,978",,,
가공식품,냉동가공식품,햄버거/떡갈비/완자류,완자/동그랑땡,370097,크레잇 생활반찬도톰해물완자(1.2Kg/EA),,,,,,,1 EA,"9,550","7,158"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,완자/동그랑땡,374010,바론잇 깻잎주먹완자(40g*25±2개입 1Kg/EA),,,,,,,2 EA,"20,900","12,770"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,완자/동그랑땡,374012,바론잇 청양고추왕동그랑땡(18g*55±5개입 1Kg/EA),1 EA,"5,450","3,918",,,,,,
가공식품,냉동가공식품,햄버거/떡갈비/완자류,타꼬야끼,119306,딤섬 타꼬야끼(20g*50입 1Kg/EA),"1,577 EA","9,377,220","7,212,887","1,144 EA","6,789,500","5,211,530","1,334 EA","7,995,090","6,114,653"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,타꼬야끼,140855,가토코 타꼬야끼(50개입 1Kg/EA),20 EA,"119,400","105,993",23 EA,"138,920","122,271",32 EA,"191,040","169,587"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,타꼬야끼,170057,랜시푸드 타코야끼(20g*50입 1Kg/EA),352 EA,"2,188,940","1,713,649",633 EA,"4,129,450","3,169,946",376 EA,"2,506,890","1,936,533"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,타꼬야끼,331210,엠케이씨푸드 타코야끼(20g*50입 1Kg/EA),103 EA,"894,280","574,955",96 EA,"813,040","537,231",508 EA,"3,619,160","2,900,688"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,타꼬야끼,345482,야무진 타꼬야끼(20g*50입 1Kg/EA),,,,10 EA,"53,300","34,140",19 EA,"108,940","62,376"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,햄버거패티/스테이크,102591,롯데푸드 햄버거패티(55g*20입 1.1Kg/EA),,,,1 EA,"8,970","7,195",,,
가공식품,냉동가공식품,햄버거/떡갈비/완자류,햄버거패티/스테이크,111712,천일식품 햄벅스테이크(100g*20입 2Kg/EA),2 EA,"31,620","22,233",3 EA,"47,890","34,023",2 EA,"35,500","23,918"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,햄버거패티/스테이크,117743,롯데푸드 햄벅스테이크(90g/EA),,,,60 EA,"59,400","46,596",,,
가공식품,냉동가공식품,햄버거/떡갈비/완자류,햄버거패티/스테이크,123141,대상 햄벅스테이크(치즈_60g*10개입 600g/EA),4 EA,"34,840","21,767",,,,,,
가공식품,냉동가공식품,햄버거/떡갈비/완자류,햄버거패티/스테이크,137597,천일식품 두부스테이크(검은깨우리콩 300g/EA),1 EA,"3,660","2,796",,,,,,
가공식품,냉동가공식품,햄버거/떡갈비/완자류,햄버거패티/스테이크,139781,크레잇 알떡스테이크(140g*10입 1.4Kg/EA),3 EA,"23,340","22,157",2 EA,"15,560","14,773",1 EA,"7,780","7,386"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,햄버거패티/스테이크,143479,튼튼스쿨 알떡스테이크(NEW 800g/EA),,,,,,,2 EA,"13,180","9,216"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,햄버거패티/스테이크,159735,삼양 햄벅스테이크(골드_100g*10개입 1Kg/EA),1 EA,"7,440","5,952",1 EA,"7,440","5,952",1 EA,"7,410","5,951"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,햄버거패티/스테이크,159736,새아침 햄벅스테이크(NEW_80g*20개입 1.6Kg/EA),100 EA,"754,020","678,982",94 EA,"710,990","638,321",74 EA,"560,380","500,681"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,햄버거패티/스테이크,159738,새아침 햄버거패티(NEW_50g*50입 2.5Kg/EA),68 EA,"622,040","475,214",57 EA,"561,510","397,773",54 EA,"542,630","377,530"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,햄버거패티/스테이크,165871,하늘 햄벅스테이크(실속 100g*10입 1Kg/EA),12 EA,"60,960","47,495",,,,,,
가공식품,냉동가공식품,햄버거/떡갈비/완자류,햄버거패티/스테이크,169598,새아침 두부스테이크(80g*15입 1.2Kg/EA),1 EA,"12,520","8,495",,,,1 EA,"18,920","8,494"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,햄버거패티/스테이크,238347,핫도그패티(XOXO용 1.2Kg/EA),392 EA,"3,606,400","3,191,664",432 EA,"3,974,400","3,517,344",408 EA,"3,753,600","3,321,936"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,햄버거패티/스테이크,262455,사조오양 숯불함박스테이크(100g*20입 2Kg/EA),,,,,,,1 EA,"10,760","7,831"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,햄버거패티/스테이크,272828,선진 도쿄함바그(150g*10입 1.5Kg/EA),71 EA,"1,483,660","1,013,790",69 EA,"1,448,850","986,689",56 EA,"1,183,240","802,457"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,햄버거패티/스테이크,278160,에쓰푸드 직화스테이크(500g/EA),15 EA,"261,840","215,889",21 EA,"363,860","333,481",7 EA,"119,210","110,462"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,햄버거패티/스테이크,281767,크레잇 고기팡팡불고기맛함박(NEW_65g*20입 1.3Kg/EA),30 EA,"219,050","195,408",29 EA,"213,510","188,905",29 EA,"213,510","189,360"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,햄버거패티/스테이크,282926,천일식품 육즙함박스테이크(100g*20입 2Kg/EA),4 EA,"72,930","51,358",4 EA,"90,770","61,990",2 EA,"50,970","31,360"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,햄버거패티/스테이크,282953,이츠웰 미니함박스테이크(35g*29±1입 1Kg/EA),,,,,,,4 EA,"37,160","25,599"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,햄버거패티/스테이크,286704,한스스테이크(크래프트한스용 4.5Kg/BOX),16 BOX,"2,858,560","2,541,639",5 BOX,"893,300","794,634",1 BOX,"178,660","158,927"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,햄버거패티/스테이크,295031,삼양 더블함박스테이크(100g*10입 1Kg/EA),,,,9 EA,"84,870","55,116",,,
가공식품,냉동가공식품,햄버거/떡갈비/완자류,햄버거패티/스테이크,295033,삼양 더블치즈함박스테이크(80g*10입 800g/EA),,,,5 EA,"48,300","36,187",,,
가공식품,냉동가공식품,햄버거/떡갈비/완자류,햄버거패티/스테이크,295474,함박스테이크(맛있는도전용 960g/EA),432 EA,"6,696,000","5,925,954",408 EA,"6,324,000","5,596,737",16 EA,"248,000","219,479"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,햄버거패티/스테이크,295799,선진 도쿄함바그(100g*10입 1Kg/EA),121 EA,"1,915,720","1,095,938",226 EA,"3,151,380","2,020,401",100 EA,"1,521,450","908,098"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,햄버거패티/스테이크,307884,선진 육즙가득소고기패티(110g*10입 1.1Kg/EA),82 EA,"1,364,800","1,104,697",89 EA,"1,495,510","1,199,508",56 EA,"947,300","755,176"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,햄버거패티/스테이크,321472,선진 불고기맛패티(45g*20입 900g/EA),,,,1 EA,"5,210","4,101",,,
가공식품,냉동가공식품,햄버거/떡갈비/완자류,햄버거패티/스테이크,324909,에쓰푸드 토마토우스터소스함박스테이크(2Kg/EA),10 EA,"240,440","203,713",11 EA,"271,700","249,841",6 EA,"152,800","136,277"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,햄버거패티/스테이크,332080,선진 치즈콕콕함박스테이크(120g*10입 1.2Kg/EA),9 EA,"131,610","90,941",9 EA,"108,630","90,941",6 EA,"87,740","60,627"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,햄버거패티/스테이크,335056,설성푸드 한우함박스테이크(100g*10입 1Kg/EA),,,,2 EA,"56,000","39,200",,,
가공식품,냉동가공식품,햄버거/떡갈비/완자류,햄버거패티/스테이크,337737,베지가든 비건패티(80g*15입 1.2Kg/EA),39 EA,"799,500","495,573",33 EA,"676,500","419,331",26 EA,"533,000","330,382"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,햄버거패티/스테이크,343618,떡산적스테이크(곱떡치떡&찜꽁찜닭용 1.5Kg/EA),20 EA,"145,600","128,128",,,,,,
가공식품,냉동가공식품,햄버거/떡갈비/완자류,햄버거패티/스테이크,344514,쉐프솔루션 떡갈비스테이크(115g*11입 1.265Kg/EA),1 EA,"14,520","11,176",,,,,,
가공식품,냉동가공식품,햄버거/떡갈비/완자류,햄버거패티/스테이크,344529,고메 치즈함박스테이크(152g/EA),,,,6 EA,"12,120","9,842",1 EA,"2,070","1,590"
가공식품,냉동가공식품,햄버거/떡갈비/완자류,햄버거패티/스테이크,345236,함박스테이크(푸드리퍼블릭용 90g*10입 900g/EA),133 EA,"1,975,050","1,798,220",200 EA,"2,970,000","2,715,602",120 EA,"1,782,000","1,630,477"
